Generated Description,Reviewed Description,Code,Type,Split
"Display a styled code window containing Python code that defines a simple Manim scene. The code shows a square fading in, scaling up by a factor of two, and then pausing. The code is rendered with syntax highlighting and a maroon-colored window frame.","Display a styled code window containing Python code that defines a simple Manim scene. The code shows a square fading in, scaling up by a factor of two, and then pausing. The code is rendered with syntax highlighting and a maroon-colored window frame. It is a screenshot of a code editor with macOS-style window containing Manim code.","from manim import *

class CodeFromString(Scene):
    def construct(self):
        code = '''from manim import Scene, Square

class FadeInSquare(Scene):
    def construct(self):
        s = Square()
        self.play(FadeIn(s))
        self.play(s.animate.scale(2))
        self.wait()'''

        rendered_code = Code(
            code_string=code,
            language=""python"",
            background=""window"",
            background_config={""stroke_color"": ""maroon""},
        )
        self.add(rendered_code)",Intermediate,test
"Display a square at the center of the screen, then animate it with a smooth transformation: first, the top and bottom edges ripple slightly in a sine wave pattern, and then the entire square continues to undulate with a traveling wave effect across its shape, creating a dynamic, wavy distortion over time.","Display a square at the center of the screen, then animate it with a smooth transformation: first, the top and bottom edges ripple slightly in a sine wave pattern, and then the entire square continues to undulate with a traveling wave effect across its shape, creating a dynamic, wavy distortion over time, almost like how a flag would wave at wind.","from manim import *

class HomotopyExample(Scene):
    def construct(self):
        square = Square()

        def homotopy(x, y, z, t):
            if t <= 0.25:
                progress = t / 0.25
                return (x, y + progress * 0.2 * np.sin(x), z)
            else:
                wave_progress = (t - 0.25) / 0.75
                return (x, y + 0.2 * np.sin(x + 10 * wave_progress), z)

        self.play(Homotopy(homotopy, square, rate_func= linear, run_time=2))",Intermediate,test
,"Display a set of coordinate axes, then show a small circle positioned at \((-4, -1.5)\). Two sets of dashed lines extend from the axes to specific points on the circle: one set in green connects to the circle’s rightmost point, and another set in blue connects to its bottom-left corner, visually indicating their coordinates relative to the axes.","from manim import *

class GetLinesToPointExample(Scene):
    def construct(self):
        ax = Axes()
        circ = Circle(radius=0.5).move_to([-4, -1.5, 0])

        lines_1 = ax.get_lines_to_point(circ.get_right(), color=GREEN_B)
        lines_2 = ax.get_lines_to_point(circ.get_corner(DL), color=BLUE_B)
        self.add(ax, lines_1, lines_2, circ)",Intermediate,test
,"Display a circle centered on the screen, wait for one second, then remove the circle from the screen and wait for another second.","from manim import *

class CreatingMobjects(Scene):
    def construct(self):
        circle = Circle()
        self.add(circle)
        self.wait(1)
        self.remove(circle)
        self.wait(1)",Basic,test
,"Display six identical squares arranged in a grid with two rows and three columns, with a small space between each square, all centered on the screen.","from manim import *

class ExampleBoxes(Scene):
    def construct(self):
        boxes=VGroup(*[Square() for s in range(0,6)])
        boxes.arrange_in_grid(rows=2, buff=0.1)
        self.add(boxes)",Basic,test
,"Display the text ""RED COLOR"" in red at the center of the screen.","from manim import *

class SimpleColor(Scene):
    def construct(self):
        col = Text(""RED COLOR"", color=RED)
        self.add(col)",Basic,test
,"Display two versions of the text ""Hello\nWorld"" side by side with a large gap between them. The first version has normal line spacing between ""Hello"" and ""World"", while the second version has much wider line spacing.","from manim import *

class LineSpacing(Scene):
    def construct(self):
        a = Text(""Hello\nWorld"", line_spacing=1)
        b = Text(""Hello\nWorld"", line_spacing=4)
        self.add(Group(a,b).arrange(LEFT, buff=5))",Basic,test
,"Display a vertical list of eight horizontal arrows, each with a different tip style, aligned from top to bottom. Each arrow points from left to right and is accompanied by a smaller, scaled-down version to its right. To the left of each large arrow is a blue label in monospaced font indicating the name of the tip style. The top arrow is yellow with the label ""Default (YELLOW)"", while the rest use default coloring and various tip shapes such as triangle, square, circle, and stealth.","from manim import *

class ArrowTipsShowcase(Scene):
    def construct(self):
        tip_names = [
            'Default (YELLOW)', 'ArrowTriangleTip', 'Default', 'ArrowSquareTip',
            'ArrowSquareFilledTip', 'ArrowCircleTip', 'ArrowCircleFilledTip', 'StealthTip'
        ]

        big_arrows = [
            Arrow(start=[-4, 3.5, 0], end=[2, 3.5, 0], color=YELLOW),
            Arrow(start=[-4, 2.5, 0], end=[2, 2.5, 0], tip_shape=ArrowTriangleTip),
            Arrow(start=[-4, 1.5, 0], end=[2, 1.5, 0]),
            Arrow(start=[-4, 0.5, 0], end=[2, 0.5, 0], tip_shape=ArrowSquareTip),

            Arrow([-4, -0.5, 0], [2, -0.5, 0], tip_shape=ArrowSquareFilledTip),
            Arrow([-4, -1.5, 0], [2, -1.5, 0], tip_shape=ArrowCircleTip),
            Arrow([-4, -2.5, 0], [2, -2.5, 0], tip_shape=ArrowCircleFilledTip),
            Arrow([-4, -3.5, 0], [2, -3.5, 0], tip_shape=StealthTip)
        ]

        small_arrows = (
            arrow.copy().scale(0.5, scale_tips=True).next_to(arrow, RIGHT) for arrow in big_arrows
        )

        labels = (
            Text(tip_names[i], font='monospace', font_size=20, color=BLUE).next_to(big_arrows[i], LEFT) for i in range(len(big_arrows))
        )

        self.add(*big_arrows, *small_arrows, *labels)",Intermediate,test
,"Display two triangles arranged horizontally:

1. A standard triangle on the left.
2. A larger triangle on the right, scaled up by a factor of 2 and rotated 60 degrees, creating a dynamic contrast in size and orientation.","from manim import *

class TriangleExample(Scene):
    def construct(self):
        triangle_1 = Triangle()
        triangle_2 = Triangle().scale(2).rotate(60*DEGREES)
        tri_group = Group(triangle_1, triangle_2).arrange(buff=1)
        self.add(tri_group)",Basic,test
,"Display a red dot starting on the right side of the screen. As it moves left in two curved arcs, it leaves behind a fading trail. The trail gradually disappears over time, creating a dissipating path effect with a short persistence of 0.5 seconds.","from manim import *

class DissipatingPathExample(Scene):
    def construct(self):
        a = Dot(RIGHT * 2)
        b = TracedPath(a.get_center, dissipating_time=0.5, stroke_opacity=[0, 1])
        self.add(a, b)
        self.play(a.animate(path_arc=PI / 4).shift(LEFT * 2))
        self.play(a.animate(path_arc=-PI / 4).shift(LEFT * 2))
        self.wait()",Basic,test
,"Display a solid red square on the left and a solid blue circle overlapping it slightly from the top right. On the right side of the screen, show a green shape representing the difference—where the overlapping part of the circle has been subtracted from the square.","from manim import *

class DifferenceExample(Scene):
    def construct(self):
        sq = Square(color=RED, fill_opacity=1)
        sq.move_to([-2, 0, 0])
        cr = Circle(color=BLUE, fill_opacity=1)
        cr.move_to([-1.3, 0.7, 0])
        un = Difference(sq, cr, color=GREEN, fill_opacity=1)
        un.move_to([1.5, 0, 0])
        self.add(sq, cr, un)",Basic,test
,"Display two annuli centered vertically on screen: a larger black ring shifted upward, and a smaller red ring positioned just below it.","from manim import *

class AnnulusExample(Scene):
    def construct(self):
        annulus_1 = Annulus(inner_radius=0.5, outer_radius=1).shift(UP)
        annulus_2 = Annulus(inner_radius=0.3, outer_radius=0.6, color=RED).next_to(annulus_1, DOWN)
        self.add(annulus_1, annulus_2)",Basic,test
,"Display a square with three horizontal double-headed arrows passing through it from left to right. Each arrow has no spacing from the square’s edges and differs in tip size and color:

1. The first arrow is standard.
2. The second arrow is yellow with shorter tips.
3. The third arrow is blue with longer tips.

The arrows are stacked vertically below the square.","from manim import *

class DoubleArrowExample2(Scene):
    def construct(self):
        box = Square()
        p1 = box.get_left()
        p2 = box.get_right()
        d1 = DoubleArrow(p1, p2, buff=0)
        d2 = DoubleArrow(p1, p2, buff=0, tip_length=0.2, color=YELLOW)
        d3 = DoubleArrow(p1, p2, buff=0, tip_length=0.4, color=BLUE)
        Group(d1, d2, d3).arrange(DOWN)
        self.add(box, d1, d2, d3)",Basic,test
,"Display a layered neural network graph with four layers of nodes arranged in a partite layout. The layers contain 2, 3, 3, and 2 nodes respectively. Each node in one layer is connected to every node in the next layer, forming a fully connected feedforward structure. The nodes are evenly spaced and styled as small circles, visually representing a simple artificial neural network architecture.","from manim import *

class LinearNN(Scene):
    def construct(self):
        edges = []
        partitions = []
        c = 0
        layers = [2, 3, 3, 2]  # the number of neurons in each layer

        for i in layers:
            partitions.append(list(range(c + 1, c + i + 1)))
            c += i
        for i, v in enumerate(layers[1:]):
                last = sum(layers[:i+1])
                for j in range(v):
                    for k in range(last - layers[i], last):
                        edges.append((k + 1, j + last + 1))

        vertices = np.arange(1, sum(layers) + 1)

        graph = Graph(
            vertices,
            edges,
            layout='partite',
            partitions=partitions,
            layout_scale=3,
            vertex_config={'radius': 0.20},
        )
        self.add(graph)",Advanced,test
